cores,time
1,6
2,7
3,6
4,6
5,5
6,6
7,6
8,5
9,5
10,7
11,8
12,8
13,8
14,8
15,8
16,8
17,8
18,8
19,8
20,8
21,7
22,7
23,8
24,8
25,7
26,7
27,8
28,7
29,7
30,8
31,8
32,8
33,8
34,8
35,8
36,8
37,8
38,8
39,8
40,8
